appid,name_x,release_date,price,rating,achievements,developer_id,publisher_id,gameid
31910,Nancy Drew®: The Haunting of Castle Malloy,2009-07-17,5.69,72.95,0,294,18,
31920,Nancy Drew®: The Phantom of Venice,2009-07-17,5.69,78.38,0,294,18,
31930,Nancy Drew®: The White Wolf of Icicle Creek,2009-07-17,5.69,69.49,0,294,18,
32000,Raycatcher,2009-04-17,4.49,22.13,0,295,157,
32110,LUXOR: Mah Jong,2009-07-13,9.99,76.25,0,181,83,
32120,Chainz 2: Relinked,2009-07-13,9.99,58.55,0,181,83,
32140,Midnight Mysteries,2009-09-28,9.99,65.08,0,181,83,
32150,Everyday Genius: SquareLogic,2009-10-21,4.99,90.0,24,296,158,
32160,Zombie Bowl-o-Rama,2009-10-15,9.99,82.04,21,181,83,
32200,Metal Drift,2009-10-22,9.99,67.16,28,297,159,
32310,Indiana Jones® and the Last Crusade™,2009-07-08,4.99,73.16,0,61,43,
32330,LEGO® Indiana Jones™: The Original Adventures,2009-07-08,16.79,81.09,0,221,43,
32340,LOOM™,2009-07-08,4.99,82.38,0,61,43,
32350,STAR WARS™ Starfighter™,2009-07-08,4.99,52.28,0,61,43,
32360,The Secret of Monkey Island: Special Edition,2009-07-15,8.19,91.91,0,61,43,
32370,STAR WARS™ - Knights of the Old Republic™,2009-09-05,8.19,88.81,0,81,43,
32380,STAR WARS™ Jedi Knight: Dark Forces II,2009-09-16,4.99,73.65,0,61,43,
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,2009-09-16,2.39,62.33,0,61,43,
32400,STAR WARS™ - Dark Forces,2009-09-16,4.99,85.6,0,61,43,
32410,Lucidity™,2009-10-07,4.99,63.44,12,61,43,
32420,STAR WARS™: The Clone Wars - Republic Heroes™,2009-10-06,16.79,44.32,0,112,43,
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-12-15,16.79,71.66,0,61,43,
32440,LEGO® Star Wars™ - The Complete Saga,2009-11-12,16.79,94.14,0,221,43,
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,16.79,78.79,0,221,43,
32460,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,2010-07-07,8.19,90.43,12,61,43,
32470,STAR WARS™ Empire at War - Gold Pack,2010-05-25,16.79,95.15,0,298,43,
32500,STAR WARS™: The Force Unleashed™ II,2010-12-01,16.79,61.12,0,299,43,
32510,LEGO® Star Wars™ III - The Clone Wars™,2011-03-22,16.79,90.79,0,221,43,
32610,Delta Force Xtreme 2,2009-06-18,19.99,60.09,0,300,160,
32620,Delta Force,2009-06-18,4.99,84.32,0,300,160,
32630,Delta Force 2,2009-06-18,4.99,79.87,0,300,160,
32640,Delta Force Land Warrior,2009-06-18,9.99,84.99,0,300,160,
32650,Delta Force: Task Force Dagger,2009-06-18,9.99,72.77,0,300,160,
32660,Delta Force: Xtreme,2009-06-18,19.99,74.8,0,300,160,
32670,Delta Force: Black Hawk Down,2009-06-18,14.99,85.92,0,300,160,
32680,Delta Force — Black Hawk Down: Team Sabre,2009-06-18,9.99,84.23,0,4,160,
32710,Armored Fist 3,2009-06-18,9.99,67.24,0,300,160,
32720,F-16 Multirole Fighter,2009-06-18,9.99,71.05,0,300,160,
32730,F-22 Lightning 3,2009-06-18,9.99,58.99,0,300,160,
32740,MiG-29 Fulcrum,2009-06-01,9.99,75.91,0,300,160,
32750,Comanche 4,2009-06-18,9.99,82.49,0,300,160,
32760,Tachyon: The Fringe,2009-06-18,9.99,81.11,0,300,160,
32770,Joint Operations: Combined Arms Gold,2009-09-29,19.99,80.82,0,300,160,
32900,Restaurant Empire II,2009-05-27,18.99,72.16,0,301,161,
33100,Alien Shooter,2009-05-27,3.99,90.64,17,302,162,
33110,Alien Shooter: Revisited,2009-05-27,3.99,63.62,0,302,162,
33120,Alien Shooter 2: Reloaded,2009-05-27,3.99,87.75,0,302,162,
33130,Zombie Shooter,2009-05-27,3.99,79.22,0,302,162,
33180,Zombie Shooter 2,2009-11-18,8.19,74.61,0,302,162,
33220,Tom Clancy's Splinter Cell Conviction™ Deluxe Edition,2010-04-29,14.99,69.75,0,169,9,
33230,Assassin's Creed 2,2010-03-04,9.99,87.22,0,169,9,
33320,Prince of Persia: The Forgotten Sands™,2010-06-10,9.99,66.75,0,169,9,
33372,Tom Clancy's Splinter Cell Conviction Insurgency Pack,2010-05-27,9.99,57.41,0,169,9,33220
33390,Zeit²,2011-01-12,9.99,68.75,70,303,9,
33460,From Dust,2011-08-17,9.99,64.82,0,304,9,
33520,Tropico Reloaded,2009-07-24,6.99,83.58,0,305,51,
33540,Dawn of Magic 2,2009-09-11,2.99,54.6,0,306,27,
33570,Patrician III,2010-11-18,4.99,77.05,0,145,51,
33580,The Great Art Race,,4.99,65.07,0,145,127,
33600,Broken Sword 2 - the Smoking Mirror: Remastered,2009-12-02,4.99,84.26,0,307,163,
33610,Broken Sword 3 - the Sleeping Dragon,2009-12-02,4.99,54.32,0,307,163,
33620,Crash Time 3,2009-11-25,5.99,79.04,0,308,51,
33650,Puzzler World,2010-05-28,4.99,81.1,14,309,164,
33660,Ziro,2010-05-28,4.99,58.21,36,310,51,
33670,Disciples III - Renaissance Steam Special Edition,2010-07-13,9.99,56.21,57,126,51,
33680,eversion,2010-06-07,3.99,86.15,14,311,165,
33730,18 Wheels of Steel: Extreme Trucker,2009-09-23,9.99,69.29,0,312,75,
33750,Prison Tycoon 4: SuperMax,,,26.37,0,312,75,
33760,The Search for Amelia Earhart,2010-02-22,6.99,36.11,0,313,75,
33770,Drakensang: The River of Time,2011-02-16,18.99,71.47,0,314,166,
33780,Drakensang - Phileasson's Secret,2011-05-13,4.99,68.93,0,314,166,33770
33790,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,2011-06-09,18.99,58.33,0,315,32,
33900,Arma 2,,9.99,80.14,0,29,19,
33930,Arma 2: Operation Arrowhead,2010-06-29,14.99,89.85,0,29,19,
33934,Arma 2: Army of the Czech Republic,2012-09-12,6.99,64.2,0,29,19,33930
33950,Fish Fillets 2,2010-11-05,4.99,83.51,0,316,19,
33980,Pound of Ground,2010-11-05,9.99,58.4,26,317,19,
33990,Alternativa,2010-11-05,9.99,48.22,0,317,19,
34030,Total War: NAPOLEON – Definitive Edition,2010-02-25,24.99,88.93,71,57,40,
34174,Napoleon: Total War - Heroes of the Napoleonic Wars,2012-06-18,24.99,81.56,0,59,40,34030
34178,Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,24.99,77.32,0,59,40,34030
34179,Napoleon: Total War™ - The Peninsular Campaign,2010-06-22,24.99,79.81,0,59,40,34030
34190,Sonic and SEGA All-Stars Racing,2010-03-03,9.99,82.0,0,318,40,
34270,SEGA Mega Drive and Genesis Classics,2010-06-01,,85.34,25,319,40,
34272,Comix Zone™,2010-06-01,0.99,75.71,0,320,40,
34273,Crack Down™,2010-06-01,0.99,70.84,0,320,40,
34274,Ecco the Dolphin™,2010-06-01,0.99,67.06,0,320,40,
34275,Gain Ground™,2010-06-01,0.99,67.06,0,320,40,
34276,Golden Axe™,2010-06-01,0.99,66.62,0,320,40,
34277,Shinobi™ III: Return of the Ninja Master,2010-06-01,0.99,64.08,0,320,40,
34278,Sonic 3D Blast™,2010-06-01,4.49,70.57,0,320,40,
34279,Space Harrier™ II,2010-06-01,0.99,69.2,0,320,40,
34280,VectorMan™,2010-06-01,0.99,62.51,0,320,40,
34281,Altered Beast™,2010-06-01,0.99,73.26,0,320,40,
34282,Shadow Dancer™,2010-06-01,0.99,75.64,0,320,40,
34283,Alex Kidd™ in the Enchanted Castle,2010-09-13,0.99,50.0,0,320,40,
34284,Bonanza Bros.™,2010-09-13,0.99,72.17,0,320,40,
34285,Columns™,2010-09-13,0.99,62.51,0,320,40,
34286,Dr. Robotnik’s Mean Bean Machine™,2010-09-13,4.49,74.19,0,320,40,
34287,Ecco™ Jr.,2010-09-13,0.99,55.69,0,320,40,
34288,Eternal Champions™,2010-09-13,0.99,55.69,0,320,40,
34289,Fatal Labyrinth™,2010-09-13,0.99,73.26,0,320,40,
34310,Galaxy Force II™,2010-09-13,0.99,55.69,0,320,40,
34311,Kid Chameleon™,2010-09-13,0.99,69.2,0,320,40,
34312,Ristar™,2010-09-13,0.99,69.2,0,320,40,
34313,Sonic Spinball™,2010-09-13,4.49,68.15,0,320,40,
34314,Super Thunder Blade™,2010-09-13,0.99,50.0,0,320,40,
34315,Alien Storm,2010-10-26,0.99,67.06,0,320,40,
34316,Bio-Hazard Battle™,2010-10-26,0.99,69.2,0,320,40,
34317,Columns™ III,2010-10-26,0.99,59.6,0,320,40,
34318,Decap Attack™,2010-10-26,0.99,69.2,0,320,40,
34319,Ecco™: The Tides of Time,2010-10-26,0.99,64.08,0,320,40,
34342,Total War: SHOGUN 2 - Sengoku Jidai Unit Pack,2011-07-28,2.99,71.19,0,59,40,201270
34343,Total War: SHOGUN 2 - Rise of the Samurai Campaign,2011-09-27,9.99,64.22,0,59,40,201270
34345,Total War: SHOGUN 2 - The Hattori Clan Pack,2011-11-30,4.99,61.6,0,59,40,201270
34346,Total War: SHOGUN 2 - Battle of Kawagoe,,0.0,50.0,0,59,167,34330
34348,Total War: SHOGUN 2 - The Ikko Ikki Clan Pack,2011-05-26,4.99,70.12,0,59,40,201270
34410,Death to Spies: Moment of Truth,2009-08-07,6.99,78.05,0,109,27,
34420,XIII Century – Gold Edition,2009-08-28,4.99,49.14,0,321,27,
34500,Light of Altair,2009-06-04,12.99,72.38,30,322,168,
34600,Order of War™,2009-09-17,7.99,65.26,0,323,53,
34630,Massive Assault,2009-11-04,9.99,75.86,0,323,169,
34640,Massive Assault: Phantom Renaissance,2009-11-04,9.99,73.2,0,323,170,
34800,Chronicles of Mystery: The Scorpio Ritual,2009-06-18,4.99,67.41,0,324,171,
34810,Project Freedom,2009-10-14,2.99,77.64,0,325,172,
34820,Combat Wings: Battle of Britain,2009-10-14,4.99,75.21,0,325,172,
34830,Sniper: Ghost Warrior,2010-06-24,7.99,56.33,24,325,172,
34841,Sniper: Ghost Warrior - Map Pack,2010-09-08,1.99,52.51,0,325,172,34830
34842,Sniper: Ghost Warrior - Second Strike,2011-09-29,1.99,72.16,0,325,172,34830
34870,Sniper: Ghost Warrior 2,2013-03-11,9.99,72.96,38,325,172,
34900,Bad Rats: the Rats' Revenge,2009-07-20,0.99,75.04,13,326,6,
34920,Razor2: Hidden Skies,2010-07-19,9.99,27.96,10,326,6,
35000,Mini Ninjas,2009-09-14,9.99,86.24,0,93,53,
35030,Championship Manager 2010,2009-10-05,6.99,72.25,0,327,53,
35070,Flora's Fruit Farm,2009-10-01,3.99,51.85,0,328,53,
35080,Just Cause 2: Bull's Eye Assault Rifle,2010-06-22,0.99,59.4,0,77,53,8190
35083,Just Cause 2: Rico's Signature Gun DLC,2010-06-22,0.99,51.36,0,77,53,8190
35089,Just Cause 2: Chevalier Classic,2010-06-22,0.99,68.61,0,77,53,8190
35090,Just Cause 2: Agency Hovercraft,2010-06-22,0.99,75.62,0,77,53,8190
35091,Just Cause 2: Monster Truck DLC,2010-06-22,0.99,78.23,0,77,53,8190
35101,Just Cause 2: Black Market Aerial Pack DLC,2010-04-29,1.99,75.21,0,77,53,8190
35102,Just Cause 2 - Black Market Boom Pack DLC,2010-05-25,1.99,76.7,0,77,53,8190
35130,Lara Croft and the Guardian of Light,2010-09-28,9.99,88.44,12,80,53,
35135,Lara Croft GoL: Raziel and Kain Character Pack,2011-01-07,2.99,72.38,0,329,53,35130
35136,Lara Croft GoL: All the Trappings - Challenge Pack 1,2011-01-07,2.99,67.18,0,329,53,35130
35137,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011-01-07,2.99,65.0,0,329,53,35130
35138,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011-01-07,2.99,67.4,0,80,53,35130
35140,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,19.99,94.12,47,330,87,
35300,Warfare,2009-07-20,9.99,75.07,0,331,173,
35310,Clutch,2009-07-20,7.99,70.4,0,332,173,
35320,Insane 2,2012-01-24,11.99,72.9,47,332,173,
35417,Killing Floor: PostMortem Character Pack,2010-10-07,7.99,71.48,0,3,2,1250
35419,"Killing Floor ""London's Finest"" Character Pack",2010-12-14,6.59,72.48,0,3,2,1250
35425,Killing Floor: Steampunk Character Pack,2011-07-02,7.99,70.48,0,3,2,1250
35429,Killing Floor - Steampunk Character Pack 2,2011-12-07,7.99,57.39,0,3,2,
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,19.99,91.61,140,3,2,
35460,The Ball,2010-10-26,8.19,71.27,17,333,2,
35480,Dwarfs!?,2011-05-04,8.19,73.31,29,334,2,
35600,Big Brain Wolf,2009-11-05,4.99,50.0,10,335,174,
35700,Trine Enchanted Edition,2009-07-02,14.99,93.03,33,17,15,
35720,Trine 2: Complete Story,2013-06-06,19.99,93.06,97,17,15,
35800,BRAINPIPE: A Plunge to Unhumanity,2009-07-06,0.0,72.84,0,336,175,
36000,Foreign Legion: Buckets of Blood,2009-08-04,3.29,61.56,23,337,176,
36130,Tradewinds Caravans + Odyssey Pack,,,62.51,0,338,177,
36150,Westward Collection,,,73.89,0,338,177,
36900,Angle of Attack,2009-08-17,9.99,32.94,0,339,178,
36910,All Aspect Warfare,2009-08-17,9.99,33.24,0,339,178,
37000,The Void,2009-12-15,9.99,77.71,0,340,179,
37210,Chocolatier®: Decadence by Design™,2009-08-12,8.99,61.83,0,341,180,
37220,Cooking Dash®,2009-08-12,8.99,65.81,0,342,180,
37230,Diaper Dash®,2009-08-12,8.99,52.39,0,155,180,
37240,Diner Dash:® Hometown Hero™,2009-08-12,8.99,35.79,0,343,180,
37260,Emerald City Confidential™,2009-08-12,8.99,82.19,0,344,180,
37280,Wedding Dash® 2: Rings Around the World,2009-08-12,8.99,71.26,0,345,180,
37290,Zenerchi®,2009-08-12,8.99,71.55,0,346,180,
37300,DinerTown Tycoon,2009-09-30,8.99,50.0,0,343,180,
37310,DinerTown Detective Agency™,2010-05-06,5.99,41.45,0,347,180,
37320,The Nightshift Code™,2010-05-06,5.99,42.61,0,343,180,
37330,Nightshift Legacy: The Jaguar's Eye™,2010-05-06,5.99,59.6,0,343,180,
37340,Fitness Dash™,2010-05-06,5.99,60.28,0,345,180,
37360,Mahjong Roadshow™,2010-05-06,5.99,53.32,0,343,180,
37370,TriJinx: A Kristine Kross Mystery™,2010-05-06,5.99,54.17,0,343,180,
37380,Valerie Porter and the Scarlet Scandal™,2010-05-06,5.99,47.22,0,343,180,
37390,Gemini Lost™,2010-05-06,5.99,75.77,0,343,180,
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-08-25,3.99,80.94,0,348,181,
37500,Magnetis ,2009-11-05,1.99,67.76,40,349,182,
37600,Windosill,2009-09-25,2.39,85.82,0,350,183,
37800,Quantz,2009-09-03,8.99,63.46,15,351,184,
37960,Jewel Quest Pack,2009-08-24,19.99,75.12,0,352,185,
38000,Mahjong Quest Collection,2009-08-24,9.99,76.76,0,352,185,
38070,Coconut Queen,2009-12-17,9.99,70.57,0,352,185,
38080,Build-A-Lot,2009-12-17,9.99,79.23,0,353,185,
38090,Build-A-Lot 2: Town of the Year,2009-12-17,9.99,74.19,0,353,185,
38100,Build-A-Lot 3: Passport to Europe,2009-12-17,9.99,69.44,0,353,185,
38110,Build-A-Lot 4: Power Source,2009-12-17,9.99,59.43,0,353,185,
38120,Farm Frenzy,2010-02-15,4.99,81.48,0,354,185,
38130,Farm Frenzy 2,2010-02-15,4.99,84.32,0,354,185,
38140,Farm Frenzy: Pizza Party,2010-02-15,4.99,66.98,0,354,185,
38150,Farm Frenzy 3,2010-02-15,9.99,74.99,0,354,185,
38160,Farm Frenzy 3: American Pie,2010-02-15,9.99,72.17,0,354,185,
38170,Cradle of Rome,2010-02-20,9.99,79.89,0,355,185,
38180,Cradle of Persia,2010-02-20,9.99,73.26,0,355,185,
38185,Napoleon: Total War - Imperial Eagle Pack,2012-06-18,24.99,81.78,0,59,40,34030
38190,Romance of Rome,2010-02-20,9.99,52.39,0,355,185,
38210,Roogoo,2009-12-17,2.39,73.74,0,356,92,
38230,Hotel Giant 2,2010-01-27,7.99,45.91,12,301,186,
38400,Fallout: A Post Nuclear Role Playing Game,2015-11-01,9.99,91.7,0,357,11,
38410,Fallout 2: A Post Nuclear Role Playing Game,2009-08-19,9.99,91.28,0,358,11,
38420,Fallout Tactics: Brotherhood of Steel,2009-08-19,9.99,77.0,0,359,11,
38430,Kingpin — Life of Crime,2009-08-19,9.99,73.54,0,13,187,
38440,Sacrifice,2009-08-19,9.99,84.8,0,360,187,
38450,MDK,2009-09-17,9.99,70.75,0,360,187,
38460,MDK 2,2009-09-17,9.99,74.01,0,361,187,
38480,Earthworm Jim,2009-11-04,19.99,44.93,0,360,187,
38490,Earthworm Jim 2,2009-11-04,19.99,64.61,0,360,187,
38600,Faerie Solitaire,2010-09-17,12.49,85.43,30,362,188,
38700,Toki Tori,2010-01-28,4.99,83.94,38,363,189,
38720,RUSH,2010-12-03,0.79,84.75,25,363,189,
38740,EDGE,2011-08-11,6.99,87.68,47,363,189,
38920,Rhythm Zone Mesh Visualizer DLC,2010-10-08,0.99,50.0,0,364,190,38900
38921,Rhythm Zone Revolution Visualizer DLC,2010-10-08,0.99,50.0,0,364,190,38900
38922,Rhythm Zone:  Deep Ocean Visualizer,2010-10-29,0.99,50.0,0,364,190,38900
38923,Rhythm Zone Tornado Visualizer DLC,2010-11-09,0.99,50.0,0,364,190,38900
38924,Rhythm Zone DJ Table Visualizer DLC,2010-11-09,1.49,59.42,0,364,190,38900
39000,Moonbase Alpha,2010-07-06,0.0,78.04,0,365,191,
39110,SEASON OF MYSTERY: The Cherry Blossom Murders,2010-02-03,4.99,74.29,15,366,53,
39120,RIFT,2011-03-01,0.0,72.32,0,367,192,
39140,FINAL FANTASY VII,2013-07-04,12.99,90.62,36,247,53,
39150,FINAL FANTASY VIII,2013-12-05,12.99,85.54,45,247,53,
39160,Dungeon Siege III,2011-06-16,14.99,54.78,54,241,147,
39190,Dungeon Siege,2011-04-05,6.99,76.86,0,103,53,
39200,Dungeon Siege II,2005-08-16,6.99,69.99,0,103,53,
39210,FINAL FANTASY XIV Online,2014-02-18,9.99,87.19,0,247,53,
39270,Dungeon Siege III: Treasures of the Sun,2011-10-25,6.99,76.44,0,241,53,39160
39391,Freeze Tag Fun Pack #1,2009-09-23,18.99,50.0,0,368,193,
39392,Freeze Tag Fun Pack #2,2009-09-23,18.99,50.0,0,368,193,
39500,Gothic® 3,2009-12-02,9.99,78.46,0,369,22,
39510,Gothic II: Gold Edition,2010-01-13,9.99,88.51,0,369,22,
39520,The Guild Gold Edition,2014-09-09,9.99,70.04,0,370,22,
39530,Painkiller: Black Edition,2007-01-24,9.99,84.94,0,371,29,
39540,SpellForce - Platinum Edition,2009-11-03,9.99,81.78,0,372,22,
39550,SpellForce 2 - Anniversary Edition,,14.99,69.47,0,372,22,
39560,Painkiller: Resurrection,2009-10-27,9.99,32.0,0,373,29,
39630,AquaNox,2010-04-20,4.99,72.19,0,374,22,
39640,AquaNox 2: Revelation,2010-04-20,4.99,71.17,0,374,22,
39650,The Guild II,2010-06-24,9.99,67.65,0,370,22,
39660,The Guild II - Pirates of the European Seas,2010-06-24,9.99,67.09,0,370,22,
39670,Chaser,2010-07-16,4.99,70.86,0,375,22,
39680,The Guild II Renaissance,2010-07-28,9.99,78.88,0,376,22,
39690,ArcaniA,2010-10-11,19.99,56.31,0,107,22,
39800,Nation Red,2009-09-03,2.39,84.68,145,377,194,
39900,Coniclysm,2010-03-26,3.99,55.13,0,378,195,
40100,Supreme Commander 2,2010-03-01,12.99,84.91,47,103,53,
40135,Supreme Commander 2: Infinite War Battle Pack,2010-09-28,4.99,85.49,0,103,53,40100
40200,ItzaBitza,2009-10-01,8.99,58.33,0,379,196,
40210,ItzaZoo,2009-12-09,8.99,69.44,0,379,196,
40300,Risen,2009-10-02,9.99,86.49,0,369,22,
40320,Rush for Berlin Gold,2009-10-29,4.99,78.51,0,380,22,
40330,Secret Files: Tunguska,2009-10-29,9.99,80.25,0,381,197,
40340,Secret Files 2: Puritas Cordis,2009-10-29,9.99,75.21,0,381,197,
40350,Lost Horizon,2010-09-24,9.99,83.48,0,381,197,
40370,Emergency 2012,2010-11-22,,66.62,0,382,61,
40380,nail'd,2010-11-30,4.99,76.51,0,32,61,
40390,Risen 2: Dark Waters,2012-04-26,9.99,77.67,49,369,22,
40391,Risen 2: Dark Waters - A Pirate's Clothes DLC,2012-04-27,1.99,57.36,0,369,22,40390
40392,Risen 2: Dark Waters - Treasure Isle DLC,2012-04-27,4.99,67.91,0,369,22,40390
40393,Risen 2: Dark Waters - Air Temple DLC,2012-05-25,4.99,56.02,0,369,22,40390
40400,AI War: Fleet Command,2009-10-21,9.99,81.15,322,383,198,
40403,AI War: The Zenith Remnant,2010-01-13,4.99,67.06,0,383,198,40400
40406,AI War: Children of Neinzul,2010-10-27,1.99,62.51,0,383,198,40400
40407,AI War: Light of the Spire,2011-02-14,4.99,72.17,0,383,198,40400
40408,AI War: Ancient Shadows,2012-10-19,4.99,67.06,0,383,198,40400
40420,Tidalis,2010-07-16,4.99,65.33,64,383,198,
40500,Sacraboar,2009-11-06,2.99,40.2,51,384,199,
40700,Machinarium,2009-10-16,14.99,92.43,12,385,200,
40720,Samorost 2,2009-12-10,4.99,81.39,13,385,200,
40800,Super Meat Boy,2010-11-30,13.99,92.6,48,386,201,
40930,The Misadventures of P.B. Winterbottom,2010-04-20,3.99,82.19,12,387,34,
40940,Borderlands: Mad Moxxi's Underdome Riot,2010-01-07,29.99,32.23,0,1,34,8980
40950,Stronghold HD,2013-10-21,3.99,92.06,0,48,202,
40960,The Stronghold Collection,2009-10-27,24.99,84.32,33,48,202,
40970,Stronghold Crusader HD,2013-10-21,7.99,94.6,0,48,202,
40980,Stronghold Legends: Steam Edition,2016-09-15,14.99,81.53,60,48,202,
40990,Mafia,2002-08-28,9.99,87.04,0,388,34,
41000,Serious Sam HD: The First Encounter,2009-11-24,14.99,90.56,35,389,203,
41014,Serious Sam HD: The Second Encounter,2010-04-28,19.99,84.11,0,389,203,
41019,Serious Sam HD: The Second Encounter - Legend of the Beast,2012-05-15,4.99,51.92,0,389,203,41014
41046,Serious Sam HD: The Second Encounter - Serious 8 DLC,,4.99,50.0,0,389,203,41014
41050,Serious Sam Classic: The First Encounter,2019-08-30,5.99,91.53,0,389,203,
41060,Serious Sam Classic: The Second Encounter,2019-08-30,5.99,90.69,0,389,203,
41070,Serious Sam 3: BFE,2011-11-22,36.99,86.23,62,389,203,
41074,Serious Sam 3: Jewel of the Nile,2012-10-16,9.99,74.43,0,389,203,41070
41100,Hammerfight,2009-10-28,0.0,83.59,0,390,148,
41300,Altitude,2009-12-04,0.0,88.27,52,391,204,
41400,Doom Rails,2009-11-04,2.99,30.06,0,392,205,
41500,Torchlight,2009-10-27,14.99,88.25,66,393,206,
41600,Earthworm Jim 3D,2009-11-04,19.99,48.8,0,394,187,
41660,Tommy Tronic,2010-10-28,9.99,57.96,0,395,187,
41680,Death and the Fly,2011-05-23,9.99,36.55,0,396,187,
41700,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,19.99,93.38,0,54,39,
41730,Ion Assault,2010-11-17,9.99,69.14,18,397,22,
41740,Cargo! The Quest for Gravity,2011-04-21,9.99,76.07,52,340,179,
41800,Gratuitous Space Battles,2009-11-16,12.49,75.16,0,398,207,
41802,Gratuitous Space Battles: The Tribe,2009-12-16,4.99,67.06,0,398,207,41800
41803,Gratuitous Space Battles: The Order,2010-03-16,4.99,67.06,0,398,207,41800
41804,Gratuitous Space Battles: The Swarm,2010-05-19,4.99,67.06,0,398,207,41800
41805,Gratuitous Space Battles: The Nomads,2010-11-11,4.99,64.08,0,398,207,41800
41814,Gratuitous Space Battles: Galactic Conquest,2011-02-11,5.69,54.17,0,398,207,41800
41816,Gratuitous Space Battles: The Parasites,2011-10-17,4.99,59.6,0,398,207,41800
41817,Gratuitous Space Battles: The Outcasts,2013-01-11,4.99,59.6,0,398,207,41800
41900,The Bard's Tale,2009-12-11,16.79,74.49,51,242,208,
42000,Trino,2011-01-27,4.49,57.18,37,399,209,
42120,Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,68.25,81,400,210,
42140,Hamilton's Great Adventure,2011-05-31,9.99,64.77,26,400,210,
42147,Hamilton's Great Adventure - Retro Fever DLC,2011-10-03,0.99,59.42,0,400,210,
42170,Krater,2012-06-12,14.99,55.64,41,400,210,
42180,Hamilton's Great Adventure: Retro Fever,2011-10-03,,50.0,0,400,210,42140
42200,Nancy Drew® Dossier: Resorting to Danger!,2009-11-19,5.69,73.31,0,294,18,
42210,Nancy Drew®: Secrets Can Kill REMASTERED,2011-07-25,5.69,68.96,0,294,18,
42220,Nancy Drew®: The Captive Curse,2011-07-25,5.69,79.68,0,294,18,
42230,Nancy Drew®: Trail of the Twister,2011-07-25,5.69,62.34,0,294,18,
42500,DogFighter,2010-06-14,0.79,62.55,29,401,211,
42670,Singularity™,2010-06-30,19.99,89.03,0,15,20,
42695,Call of Duty®: Modern Warfare® 3 Collection 1,2012-05-08,13.99,71.78,0,24,20,115300
42696,Call of Duty®: Modern Warfare® 3 Collection 2,2012-06-21,13.99,66.57,0,24,20,115300
42697,Call of Duty®: Modern Warfare® 3 Collection 3: Chaos Pack,2012-09-13,13.99,66.83,0,24,20,115300
42698,Call of Duty®: Modern Warfare® 3 Collection 4: Final Assault,2012-10-10,13.99,57.82,0,24,20,115300
42700,Call of Duty®: Black Ops,2010-11-08,39.99,88.13,68,116,20,
42716,Call of Duty®: Black Ops First Strike Content Pack,2011-03-25,13.99,71.05,0,116,20,42700
42718,Call of Duty®: Black Ops Escalation Content Pack,2011-06-02,13.99,65.92,0,116,20,42700
42719,Call of Duty®: Black Ops - Rezurrection Content Pack,2011-09-22,13.99,83.89,0,116,20,42700
42722,Call of Duty®: Black Ops Annihilation Content Pack,2011-07-28,13.99,70.97,0,116,20,42700
42800,East India Company: Privateer,2009-10-27,4.99,40.58,0,274,138,
42810,For The Glory: A Europa Universalis Game,2009-11-11,9.99,65.22,0,402,122,
42820,East India Company: Battle of Trafalgar,2009-12-08,4.99,44.31,0,274,138,25930
42850,Arsenal of Democracy: A Hearts of Iron Game,2010-02-23,9.99,79.32,0,403,122,
42881,Majesty 2: Kingmaker,2010-05-24,4.99,56.05,0,272,122,25980
42890,Sword of the Stars: Complete Collection,2010-06-04,9.99,82.87,0,404,122,
42900,Hearts of Iron III: Semper Fi,2010-06-07,4.99,59.42,0,235,122,
42902,Hearts of Iron III Semper Fi: Dies Irae Götterdämmerung,2011-05-10,0.99,59.42,0,235,122,42900
42903,Hearts of Iron III: For the Motherland,2011-06-28,4.99,69.2,0,235,122,42900
42904,Hearts of Iron III: Mega German Spritepack,2011-08-23,0.99,52.11,0,270,122,25890
42905,Hearts of Iron III: Dies Irae Stars and Stripes Spritepack,2012-02-20,1.99,59.42,0,270,122,42903
42910,Magicka,2011-01-25,9.99,86.51,88,405,122,
42918,Magicka: Vietnam,2011-04-12,4.99,78.38,0,405,122,42910
42920,The Kings' Crusade,2010-10-08,9.99,44.22,0,261,122,
42925,The Kings' Crusade: New Allies,2011-02-09,3.99,50.0,0,261,122,42920
42926,The Kings' Crusade: Arabian Nights,2011-07-26,3.99,50.0,0,261,122,42920
42929,The Kings' Crusade: Teutonic Knights,2011-08-30,3.99,40.58,0,261,122,42920
42930,Elven Legacy: Magic,2009-12-03,1.99,60.54,0,272,27,
42940,Elven Legacy: Siege,2009-11-17,1.99,63.45,0,272,27,
